0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	5
72	7
73	8
74	15
75	13
76	12
77	16
78	16
79	11
80	14
81	13
82	18
83	9
84	16
85	19
86	11
87	13
88	13
89	13
90	12
91	12
92	9
93	15
94	12
95	13
96	12
97	16
98	20
99	15
100	11
101	13
102	7
103	9
104	14
105	17
106	16
107	15
108	10
109	16
110	6
111	13
112	11
113	13
114	12
115	16
116	9
117	20
118	14
119	20
120	14
121	20
122	11
123	12
124	8
125	11
126	9
127	14
128	16
129	17
130	5
131	19
132	12
133	13
134	22
135	19
136	16
137	15
138	13
139	18
140	15
141	13
142	13
143	16
144	24
145	10
146	15
147	16
148	18
149	15
150	20
151	17
152	16
153	16
154	24
155	18
156	13
157	15
158	12
159	13
160	20
161	16
162	12
163	13
164	23
165	20
166	26
167	21
168	21
169	21
170	23
171	19
172	19
173	22
174	17
175	12
176	19
177	27
178	15
179	11
180	18
181	21
182	21
183	20
184	16
185	22
186	22
187	17
188	10
189	20
190	16
191	22
192	16
193	9
194	18
195	26
196	24
197	17
198	22
199	23
200	22
201	20
202	26
203	25
204	19
205	16
206	16
207	19
208	19
209	17
210	16
211	18
212	20
213	22
214	25
215	21
216	17
217	23
218	31
219	22
220	20
221	18
222	32
223	15
224	20
225	23
226	29
227	22
228	22
229	28
230	22
231	23
232	23
233	18
234	21
235	32
236	18
237	24
238	24
239	22
240	29
241	20
242	23
243	35
244	25
245	22
246	26
247	18
248	23
249	20
250	21
251	22
252	29
253	29
254	35
255	24
256	29
257	33
258	37
259	27
260	34
261	25
262	34
263	36
264	31
265	25
266	24
267	29
268	31
269	35
270	22
271	25
272	32
273	37
274	32
275	36
276	23
277	27
278	37
279	26
280	34
281	25
282	23
283	33
284	39
285	35
286	25
287	22
288	29
289	28
290	33
291	36
292	28
293	31
294	23
295	29
296	21
297	25
298	25
299	16
300	31
301	34
302	25
303	34
304	35
305	38
306	37
307	27
308	34
309	35
310	30
311	32
312	26
313	33
314	34
315	28
316	31
317	31
318	33
319	30
320	38
321	29
322	24
323	23
324	30
325	31
326	30
327	29
328	26
329	28
330	29
331	29
332	28
333	29
334	29
335	25
336	24
337	28
338	22
339	28
340	28
341	24
342	26
343	24
344	39
345	33
346	27
347	34
348	31
349	31
350	28
351	33
352	25
353	25
354	30
355	32
356	30
357	40
358	37
359	34
360	31
361	26
362	34
363	28
364	28
365	30
366	19
367	34
368	24
369	34
370	31
371	23
372	37
373	31
374	34
375	35
376	37
377	27
378	33
379	25
380	23
381	25
382	29
383	20
384	34
385	16
386	27
387	22
388	24
389	22
390	38
391	36
392	27
393	30
394	20
395	28
396	38
397	21
398	32
399	23
400	26
401	30
402	20
403	32
404	33
405	32
406	30
407	24
408	21
409	30
410	21
411	35
412	28
413	34
414	34
415	14
416	25
417	30
418	26
419	27
420	38
421	26
422	16
423	23
424	29
425	36
426	16
427	22
428	27
429	30
430	22
431	19
432	33
433	29
434	23
435	37
436	27
437	24
438	23
439	32
440	27
441	23
442	28
443	28
444	26
445	29
446	17
447	27
448	23
449	26
450	31
451	29
452	32
453	21
454	24
455	23
456	30
457	23
458	25
459	18
460	28
461	27
462	35
463	38
464	17
465	31
466	21
467	31
468	28
469	24
470	34
471	18
472	32
473	22
474	24
475	24
476	36
477	27
478	22
479	27
480	24
481	33
482	19
483	18
484	25
485	19
486	33
487	27
488	24
489	24
490	24
491	26
492	28
493	28
494	29
495	26
496	32
497	25
498	23
499	30
500	22
501	13
502	20
503	25
504	25
505	28
506	36
507	34
508	26
509	27
510	16
511	42
512	30
513	35
514	31
515	20
516	25
517	29
518	27
519	40
520	28
521	23
522	26
523	26
524	21
525	24
526	35
527	25
528	33
529	35
530	29
531	21
532	20
533	27
