0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	1
87	9
88	2
89	6
90	9
91	14
92	9
93	7
94	12
95	10
96	4
97	14
98	13
99	11
100	4
101	12
102	9
103	8
104	9
105	11
106	6
107	12
108	11
109	12
110	6
111	11
112	16
113	11
114	8
115	8
116	6
117	8
118	11
119	8
120	11
121	10
122	10
123	17
124	12
125	17
126	10
127	8
128	12
129	14
130	9
131	8
132	12
133	9
134	11
135	9
136	9
137	12
138	3
139	7
140	9
141	8
142	12
143	16
144	9
145	6
146	8
147	7
148	5
149	8
150	15
151	5
152	8
153	15
154	11
155	9
156	10
157	12
158	9
159	9
160	6
161	13
162	18
163	10
164	13
165	14
166	8
167	11
168	8
169	17
170	15
171	9
172	12
173	11
174	8
175	12
176	4
177	6
178	4
179	7
180	16
181	7
182	7
183	11
184	8
185	9
186	9
187	7
188	7
189	9
190	4
191	12
192	8
193	7
194	16
195	3
196	15
197	8
198	7
199	8
200	12
201	12
202	9
203	12
204	12
205	8
206	8
207	8
208	8
209	8
210	12
211	3
212	12
213	12
214	7
215	6
216	5
217	8
218	13
219	10
220	5
221	9
222	7
223	13
224	9
225	8
226	7
227	15
228	11
229	8
230	6
231	12
232	11
233	14
234	11
235	9
236	8
237	11
238	10
239	14
240	13
241	11
242	6
243	10
244	10
245	14
246	11
247	6
248	13
249	4
250	10
251	7
252	14
253	12
254	11
255	9
256	7
257	12
258	14
259	10
260	8
261	11
262	14
263	15
264	5
265	10
266	10
267	11
268	13
269	8
270	14
271	9
272	11
273	8
274	12
275	6
276	15
277	12
278	11
279	14
280	6
281	15
282	11
283	7
284	15
285	7
286	7
287	15
288	14
289	13
290	9
291	15
292	11
293	9
294	5
295	8
296	7
297	9
298	11
299	9
300	9
301	10
302	10
303	10
304	17
305	12
306	19
307	13
308	8
309	14
310	16
311	11
312	16
313	12
314	13
315	11
316	9
317	5
318	6
319	12
320	11
321	16
322	11
323	12
324	5
325	15
326	13
327	11
328	11
329	15
330	13
331	18
332	11
333	11
334	9
335	16
336	10
337	7
338	8
339	14
340	15
341	10
342	15
343	18
344	8
345	8
346	14
347	16
348	9
349	7
350	10
351	14
352	14
353	12
354	15
355	12
356	13
357	9
358	11
359	10
360	7
361	11
362	15
363	16
364	16
365	15
366	10
367	11
368	17
369	9
370	9
371	9
372	17
373	13
374	12
375	19
376	10
377	9
378	11
379	11
380	18
381	12
382	11
383	18
384	12
385	10
386	8
387	9
388	8
389	9
390	15
391	12
392	14
393	6
394	16
395	15
396	12
397	7
398	13
399	12
400	9
401	18
402	13
403	18
404	12
405	10
406	10
407	8
408	11
409	18
410	13
411	8
412	14
413	9
414	10
415	13
416	9
417	11
418	14
419	14
420	14
421	10
422	10
423	13
424	15
425	14
426	16
427	16
428	13
429	12
430	9
431	16
432	16
433	14
434	12
435	18
436	15
437	16
438	10
439	10
440	8
441	19
442	18
443	19
444	6
445	5
446	14
447	12
448	11
449	19
450	18
451	15
452	10
453	15
454	8
455	15
456	15
457	10
458	18
459	19
460	18
461	17
462	19
463	11
464	19
465	10
466	13
467	13
468	13
469	13
470	11
471	11
472	14
473	15
474	19
475	13
476	14
477	15
478	18
479	18
480	12
481	7
482	7
483	10
484	13
485	18
486	19
487	15
488	9
489	17
490	11
491	14
492	13
493	17
494	13
495	14
496	13
497	15
498	10
499	18
500	11
501	13
502	17
503	12
504	17
505	14
506	15
507	18
508	12
509	13
510	14
511	15
512	15
513	14
514	15
515	16
516	21
517	15
518	17
519	15
520	11
521	9
522	9
523	10
524	14
525	16
526	16
527	20
528	17
529	24
530	25
531	16
532	20
533	13
