0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	4
87	7
88	10
89	6
90	11
91	12
92	8
93	3
94	5
95	8
96	6
97	7
98	8
99	10
100	8
101	6
102	10
103	8
104	8
105	9
106	4
107	4
108	9
109	7
110	1
111	4
112	10
113	8
114	8
115	9
116	8
117	9
118	11
119	5
120	3
121	8
122	5
123	4
124	5
125	6
126	6
127	4
128	4
129	7
130	7
131	8
132	2
133	7
134	9
135	4
136	8
137	4
138	8
139	7
140	7
141	6
142	9
143	9
144	1
145	5
146	4
147	6
148	7
149	4
150	4
151	3
152	6
153	10
154	11
155	8
156	8
157	8
158	5
159	3
160	6
161	8
162	7
163	11
164	7
165	8
166	10
167	4
168	6
169	7
170	7
171	8
172	3
173	9
174	9
175	5
176	4
177	15
178	9
179	2
180	5
181	5
182	8
183	6
184	7
185	7
186	6
187	10
188	6
189	7
190	12
191	7
192	8
193	6
194	9
195	8
196	9
197	4
198	14
199	10
200	9
201	6
202	6
203	11
204	10
205	7
206	8
207	4
208	8
209	5
210	6
211	7
212	5
213	7
214	4
215	5
216	8
217	5
218	6
219	8
220	4
221	7
222	6
223	7
224	12
225	13
226	7
227	6
228	5
229	8
230	7
231	5
232	7
233	12
234	6
235	8
236	8
237	10
238	7
239	4
240	10
241	6
242	9
243	9
244	6
245	8
246	8
247	14
248	6
249	7
250	5
251	4
252	12
253	6
254	5
255	6
256	10
257	3
258	10
259	11
260	10
261	4
262	4
263	5
264	10
265	7
266	7
267	9
268	8
269	3
270	5
271	14
272	7
273	5
274	8
275	5
276	8
277	11
278	12
279	11
280	6
281	11
282	7
283	13
284	5
285	12
286	10
287	8
288	8
289	8
290	12
291	9
292	7
293	10
294	5
295	7
296	8
297	4
298	9
299	11
300	10
301	11
302	12
303	7
304	3
305	16
306	9
307	9
308	8
309	6
310	9
311	6
312	7
313	6
314	9
315	2
316	11
317	9
318	10
319	8
320	6
321	7
322	4
323	13
324	10
325	10
326	10
327	11
328	7
329	10
330	9
331	7
332	4
333	4
334	9
335	10
336	13
337	10
338	11
339	10
340	6
341	5
342	9
343	8
344	11
345	4
346	11
347	10
348	10
349	10
350	13
351	4
352	11
353	4
354	12
355	7
356	5
357	2
358	11
359	7
360	6
361	8
362	6
363	7
364	11
365	10
366	11
367	2
368	9
369	17
370	11
371	10
372	12
373	6
374	5
375	12
376	9
377	8
378	8
379	6
380	8
381	6
382	8
383	13
384	10
385	7
386	11
387	5
388	12
389	12
390	11
391	14
392	11
393	13
394	9
395	6
396	13
397	5
398	10
399	12
400	10
401	11
402	8
403	7
404	7
405	13
406	15
407	12
408	6
409	8
410	8
411	11
412	16
413	8
414	9
415	13
416	9
417	9
418	8
419	9
420	12
421	10
422	7
423	7
424	10
425	12
426	8
427	3
428	6
429	8
430	7
431	7
432	4
433	11
434	7
435	16
436	6
437	12
438	7
439	8
440	4
441	11
442	6
443	4
444	8
445	8
446	6
447	8
448	5
449	13
450	12
451	5
452	8
453	10
454	8
455	10
456	8
457	13
458	6
459	5
460	5
461	12
462	4
463	14
464	13
465	9
466	5
467	18
468	7
469	10
470	5
471	12
472	11
473	5
474	8
475	8
476	10
477	9
478	3
479	12
480	5
481	14
482	9
483	17
484	5
485	7
486	8
487	7
488	6
489	5
490	8
491	10
492	13
493	10
494	10
495	6
496	11
497	10
498	10
499	4
500	15
501	12
502	7
503	15
504	12
505	11
506	11
507	10
508	7
509	13
510	13
511	11
512	12
513	16
514	11
515	13
516	10
517	9
518	11
519	8
520	7
521	18
522	10
523	7
524	13
525	13
526	15
527	15
528	10
529	15
530	15
531	10
532	16
533	13
